project_name,listing_title,price,location_zone,bts_mrt,size_sqm,bedrooms,bathrooms,listing_url,post_type,property_type,page_number
IDEO Mobi Sukhumvit 40,"🔥🔥Promotion 25000Baht!! Ideo Mobi Sukhumvit 40🌲Beautiful room, 6months contract accept!!","25,000 THB/month","Bangkok, Khlong Toei Bangkok",,52.0,2.0,2.0,https://propertyhub.in.th/en/listings/promotion-25000baht-ideo-mobi-sukhumvit-40beautiful-room-6months-contract-accept,FOR_RENT,CONDO,7
Lumpini Place Rama 4 - Kluaynamthai,"📍 Lumpini Rama 4. 🚝 5 minutes to BTS Ekkamai, 10 minutes to MRT Queen Sirikit Convention Centre. Convenient transportation, city center location.🎯","12,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Ekkamai,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/lumpini-rama-4-5-minutes-to-bts-ekkamai-10-minutes-to-mrt-queen-sirikit-convention-centre-convenient-transportation-city-center-location,FOR_RENT,CONDO,8
Casa Condo Asoke - Dindaeng,For Rent! Hot Dea Casa Condo Asoke - Dindaeng,"10,000 THB/month","Bangkok, Din Daeng Bangkok",,27.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-hot-dea-casa-condo-asoke-dindaeng,FOR_RENT,CONDO,8
Chewathai Kaset - Nawamin,G8249💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁 🆁🅴🅽🆃 Chewathai Kaset - Nawamin 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"16,000 THB/month","Bangkok, Chatuchak Bangkok",,29.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8249中国客户，请加微信。-在联系方式的旁边-chewathai-kaset-nawamin-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Life Asoke - Rama 9,G8524💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁 🆁🅴🅽🆃 Life Asoke - Rama 9 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"16,500 THB/month","Bangkok, Ratchathewi Bangkok",,26.0,0.0,1.0,https://propertyhub.in.th/en/listings/g8524中国客户，请加微信。-在联系方式的旁边-life-asoke-rama-9-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛--b47e0a15,FOR_RENT,CONDO,9
THE ORIGIN LADPRAO - BANGKAPI,G8768💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 THE ORIGIN LADPRAO - BANGKAPI 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"12,900 THB/month","Bangkok, Bang Kapi Bangkok",,23.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8768中国客户，请加微信。-在联系方式的旁边-the-origin-ladprao-bangkapi-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Quinn Ratchada 17,G8776💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁 🆁🅴🅽🆃 QUINN RATCHADA 17 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"19,000 THB/month","Bangkok, Din Daeng Bangkok",,35.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8776中国客户，请加微信。-在联系方式的旁边-quinn-ratchada-17-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Elio Del Moss Phaholyothin 34,G8783💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁 🆁🅴🅽🆃 Elio Del Moss Phaholyothin 34 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"13,000 THB/month","Bangkok, Chatuchak Bangkok",,24.71,1.0,1.0,https://propertyhub.in.th/en/listings/g8783中国客户，请加微信。-在联系方式的旁边-elio-del-moss-phaholyothin-34-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Ashton Asoke,G8805💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Ashton Asoke 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"28,000 THB/month","Bangkok, Watthana Bangkok",,34.0,0.0,1.0,https://propertyhub.in.th/en/listings/g8805中国客户，请加微信。-在联系方式的旁边-ashton-asoke-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
IDEO Rama 9 - Asoke,G8880💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 IDEO Rama 9 - Asoke 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"19,000 THB/month","Bangkok, Huai Khwang Bangkok",,27.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8880中国客户，请加微信。-在联系方式的旁边-ideo-rama-9-asoke-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Ashton Asoke,G7857💛中国客户，请加微信。(在联系方式的旁边)For rent Ashton Asoke Line ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"25,000 THB/month","Bangkok, Watthana Bangkok",,31.0,1.0,1.0,https://propertyhub.in.th/en/listings/g7857中国客户，请加微信。-在联系方式的旁边-for-rent-ashton-asoke-line-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Chewathai Hallmark Ladprao - Chokchai 4,G8905💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Chewathai Hallmark Ladprao - Chokchai 4 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️⬛🟨 📞 065 695 3645🟨⬛,"12,000 THB/month","Bangkok, Wang Thonglang Bangkok",,32.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8905中国客户，请加微信。-在联系方式的旁边-chewathai-hallmark-ladprao-chokchai-4-️-condopremium️⬛-065-695-3645⬛,FOR_RENT,CONDO,9
M Jatujak,G8429💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁 🆁🅴🅽🆃 M Jatujak🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"18,000 THB/month","Bangkok, Chatuchak Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8429中国客户，请加微信。-在联系方式的旁边-m-jatujak-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛--a9f5097a,FOR_RENT,CONDO,9
M Jatujak,G 2545💜中国客户，请加微信。(在联系方式的旁边)  For rent M Jatujak Line❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"20,000 THB/month","Bangkok, Chatuchak Bangkok",,33.0,1.0,1.0,https://propertyhub.in.th/en/listings/g-2545中国客户，请加微信。-在联系方式的旁边-for-rent-m-jatujak-line️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Niche Mono Ratchavipha,G 3514 🧡中国客户，请加微信。(在联系方式的旁边)For rent The Niche Mono Ratchavipa Line❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"9,500 THB/month","Bangkok, Chatuchak Bangkok",,30.7,1.0,1.0,https://propertyhub.in.th/en/listings/g-3514-中国客户，请加微信。-在联系方式的旁边-for-rent-the-niche-mono-ratchavipa-line️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
IDEO Mobi Wongsawang Interchange,G 4595🧡中国客户，请加微信。(在联系方式的旁边) For rent Ideo Mobi Wongsawang Interchange Line❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"12,000 THB/month","Bangkok, Bang Sue Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/g-4595中国客户，请加微信。-在联系方式的旁边-for-rent-ideo-mobi-wongsawang-interchange-line️-condopremium️ready-to-move-in-⬛-065-695-3645⬛--b20a09bf,FOR_RENT,CONDO,9
Noble Revolve Ratchada 2,G 4632💖 中国客户，请加微信。(在联系方式的旁边) For rent NOBLE REVOLVE RATCHADA 2 Line❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"26,000 THB/month","Bangkok, Huai Khwang Bangkok",,38.0,2.0,1.0,https://propertyhub.in.th/en/listings/g-4632-中国客户，请加微信。-在联系方式的旁边-for-rent-noble-revolve-ratchada-2-line️-condopremium️ready-to-move-in-⬛-065-695-3645⬛--a94a092d,FOR_RENT,CONDO,9
Knightsbridge Prime Ratchayothin,G 5645💜中国客户，请加微信。(在联系方式的旁边)For rent KnightsBridge Prime Ratchayothin Line❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"16,000 THB/month","Bangkok, Chatuchak Bangkok",,27.0,1.0,1.0,https://propertyhub.in.th/en/listings/g-5645中国客户，请加微信。-在联系方式的旁边-for-rent-knightsbridge-prime-ratchayothin-line️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
IDEO Mobi Rama 9,G 6934💖中国客户，请加微信。(在联系方式的旁边)For rent Ideo Mobi Rama 9 Line❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"17,000 THB/month","Bangkok, Huai Khwang Bangkok",,31.0,1.0,1.0,https://propertyhub.in.th/en/listings/g-6934中国客户，请加微信。-在联系方式的旁边-for-rent-ideo-mobi-rama-9-line️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Nara 9,G 7340 💛中国客户，请加微信。(在联系方式的旁边) For rent Nara 9 Line❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"27,000 THB/month","Bangkok, Sathon Bangkok",,43.0,1.0,1.0,https://propertyhub.in.th/en/listings/g-7340-中国客户，请加微信。-在联系方式的旁边-for-rent-nara-9-line️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Metro Sky Bangsue - Prachachuen,G 7495🧡 中国客户，请加微信。(在联系方式的旁边) For rent Metro Sky Bangson Interchange 🅻🅸🅽🅴❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"13,000 THB/month","Bangkok, Bang Sue Bangkok",,29.0,1.0,1.0,https://propertyhub.in.th/en/listings/g-7495-中国客户，请加微信。-在联系方式的旁边-for-rent-metro-sky-bangson-interchange-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Chapter One Midtown Ladprao 24,G7631💜中国客户，请加微信。(在联系方式的旁边)For rent Chapter One Midtown Ladprao 24 Line ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"13,500 THB/month","Bangkok, Chatuchak Bangkok",,24.0,0.0,1.0,https://propertyhub.in.th/en/listings/g7631中国客户，请加微信。-在联系方式的旁边-for-rent-chapter-one-midtown-ladprao-24-line-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Abstracts Phahonyothin Park,G5272💜中国客户，请加微信。(在联系方式的旁边)For rent Abstracts Phahonyothin Park Line ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"15,000 THB/month","Bangkok, Chatuchak Bangkok",,38.0,1.0,1.0,https://propertyhub.in.th/en/listings/g5272中国客户，请加微信。-在联系方式的旁边-for-rent-abstracts-phahonyothin-park-line-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛--ad170962,FOR_RENT,CONDO,9
Lumpini Park Rama 9 - Ratchada,G8468💖中国客户，请加微信。(在联系方式的旁边)For rent Lumpini Park Rama 9-Ratchada 🅻🅸🅽🅴❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"12,000 THB/month","Bangkok, Huai Khwang Bangkok",,26.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8468中国客户，请加微信。-在联系方式的旁边-for-rent-lumpini-park-rama-9-ratchada-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛--a28e08f1,FOR_RENT,CONDO,9
The Stage Taopoon - Interchange,G8552🧡中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁 🆁🅴🅽🆃 The Stage Taopoon Interchange 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"23,000 THB/month","Bangkok, Bang Sue Bangkok",,60.0,2.0,2.0,https://propertyhub.in.th/en/listings/g8552中国客户，请加微信。-在联系方式的旁边-the-stage-taopoon-interchange-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛--a4e10903,FOR_RENT,CONDO,9
One9Five Asoke - Rama 9,G8735💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁 🆁🅴🅽🆃 ONE 9 FIVE ASOKE-RAMA 9🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"21,500 THB/month","Bangkok, Huai Khwang Bangkok",,27.5,1.0,1.0,https://propertyhub.in.th/en/listings/g8735中国客户，请加微信。-在联系方式的旁边-one-9-five-asoke-rama-9-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Thru Thonglor,G8742💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁 🆁🅴🅽🆃 THRU THONGLOR 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"18,000 THB/month","Bangkok, Huai Khwang Bangkok",,36.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8742中国客户，请加微信。-在联系方式的旁边-thru-thonglor-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Life Asoke Hype,G8769💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Life Asoke Hype 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"23,000 THB/month","Bangkok, Ratchathewi Bangkok",,35.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8769中国客户，请加微信。-在联系方式的旁边-life-asoke-hype-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Thru Thonglor,G8803💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Thru Thonglor 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"17,000 THB/month","Bangkok, Huai Khwang Bangkok",,31.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8803中国客户，请加微信。-在联系方式的旁边-thru-thonglor-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Life Ladprao,G8820💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Life Ladprao 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"18,900 THB/month","Bangkok, Chatuchak Bangkok",,28.0,0.0,1.0,https://propertyhub.in.th/en/listings/g8820中国客户，请加微信。-在联系方式的旁边-life-ladprao-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Ashton Asoke - Rama 9,G7857💛中国客户，请加微信。(在联系方式的旁边)For rent Ashton Asoke - Rama 9 Line ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"25,000 THB/month","Bangkok, Din Daeng Bangkok",,31.0,1.0,1.0,https://propertyhub.in.th/en/listings/g7857中国客户，请加微信。-在联系方式的旁边-for-rent-ashton-asoke-rama-9-line-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Noble Revolve Ratchada,G8893💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Noble Revolve Ratchada   🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"17,000 THB/month","Bangkok, Huai Khwang Bangkok",,27.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8893中国客户，请加微信。-在联系方式的旁边-noble-revolve-ratchada-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Rhythm Phahol - Ari,G 3325💛 中国客户，请加微信。(在联系方式的旁边) For rent RHYTHM PHAHON-ARI 🅻🅸🅽🅴❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"16,000 THB/month","Bangkok, Phaya Thai Bangkok",,36.0,1.0,1.0,https://propertyhub.in.th/en/listings/g-3325-中国客户，请加微信。-在联系方式的旁边-for-rent-rhythm-phahon-ari-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
IDEO Mobi Bangsue Grand Interchange ,G 5959🧡 中国客户，请加微信。(在联系方式的旁边) For rent Ideo Mobi Bangsue Grand Interchange 🅻🅸🅽🅴❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"11,000 THB/month","Bangkok, Bang Sue Bangkok",,25.0,0.0,1.0,https://propertyhub.in.th/en/listings/g-5959-中国客户，请加微信。-在联系方式的旁边-for-rent-ideo-mobi-bangsue-grand-interchange-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
The Tree  Bang Po Station,G 7152🧡 中国客户，请加微信。(在联系方式的旁边) For rent THE TREE BANGPO STATION Line❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"10,000 THB/month","Bangkok, Bang Sue Bangkok",,29.5,0.0,1.0,https://propertyhub.in.th/en/listings/g-7152-中国客户，请加微信。-在联系方式的旁边-for-rent-the-tree-bangpo-station-line️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Niche Pride Taopoon - Interchange,G 7184🧡 中国客户，请加微信。(在联系方式的旁边) For rent Niche Pride Taopoon-Interchange 🅻🅸🅽🅴❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"15,000 THB/month","Bangkok, Bang Sue Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/g-7184-中国客户，请加微信。-在联系方式的旁边-for-rent-niche-pride-taopoon-interchange-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
XT HUAIKHWANG,G7739💛中国客户，请加微信。(在联系方式的旁边)For rent XT Huaikhwang Line ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"17,000 THB/month","Bangkok, Huai Khwang Bangkok",,30.0,0.0,1.0,https://propertyhub.in.th/en/listings/g7739中国客户，请加微信。-在联系方式的旁边-for-rent-xt-huaikhwang-line-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛--ae480927,FOR_RENT,CONDO,9
Supalai Veranda Ratchavipha - Prachachuen,G7870💛中国客户，请加微信。(在联系方式的旁边)For rent Supalai Veranda Ratchavipha - Prachachuen Line ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"10,900 THB/month","Bangkok, Bang Sue Bangkok",,31.31,0.0,1.0,https://propertyhub.in.th/en/listings/g7870中国客户，请加微信。-在联系方式的旁边-for-rent-supalai-veranda-ratchavipha-prachachuen-line-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
XT HUAIKHWANG,G7911💛中国客户，请加微信。(在联系方式的旁边)For rent XT Huaikhwang Line ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"16,500 THB/month","Bangkok, Huai Khwang Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/g7911中国客户，请加微信。-在联系方式的旁边-for-rent-xt-huaikhwang-line-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛--95dc0854,FOR_RENT,CONDO,9
Villa Rachatewi,G7970💛中国客户，请加微信。(在联系方式的旁边)For rent Villa Rachatewi Line ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"48,000 THB/month","Bangkok, Ratchathewi Bangkok",,93.5,2.0,2.0,https://propertyhub.in.th/en/listings/g7970中国客户，请加微信。-在联系方式的旁边-for-rent-villa-rachatewi-line-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Knightsbridge Phaholyothin Interchange ,G7994💛中国客户，请加微信。(在联系方式的旁边)For rent Knightsbridge Phaholyothin Interchange Line ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"25,000 THB/month","Bangkok, Bang Khen Bangkok",,50.0,2.0,2.0,https://propertyhub.in.th/en/listings/g7994中国客户，请加微信。-在联系方式的旁边-for-rent-knightsbridge-phaholyothin-interchange-line-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Premio Vetro,G8004💛中国客户，请加微信。(在联系方式的旁边)For rent Premio Vetro Line ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"19,000 THB/month","Bangkok, Chatuchak Bangkok",,40.5,1.0,1.0,https://propertyhub.in.th/en/listings/g8004中国客户，请加微信。-在联系方式的旁边-for-rent-premio-vetro-line-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Ashton Asoke,G8765💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Ashton Asoke 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"35,000 THB/month","Bangkok, Watthana Bangkok",,35.0,0.0,1.0,https://propertyhub.in.th/en/listings/g8765中国客户，请加微信。-在联系方式的旁边-ashton-asoke-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Rich Park @ Triple Station,G8801💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Rich Park @ Triple Station 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"16,000 THB/month","Bangkok, Suan Luang Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8801中国客户，请加微信。-在联系方式的旁边-rich-park-triple-station-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Whizdom Avenue Ratchada - Ladprao,G8815💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Whizdom Avenue Ratchada - Ladprao 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"15,000 THB/month","Bangkok, Chatuchak Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8815中国客户，请加微信。-在联系方式的旁边-whizdom-avenue-ratchada-ladprao-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Ashton Asoke,G8819💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Ashton Asoke 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"28,500 THB/month","Bangkok, Watthana Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8819中国客户，请加微信。-在联系方式的旁边-ashton-asoke-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Metro Luxe Ratchada,G8852💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Metro Luxe Ratchada 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"17,000 THB/month","Bangkok, Din Daeng Bangkok",,36.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8852中国客户，请加微信。-在联系方式的旁边-metro-luxe-ratchada-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Aspire Vibha - Victory,G8860💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Aspire Vibha - Victory 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"18,000 THB/month","Bangkok, Din Daeng Bangkok",,37.97,1.0,1.0,https://propertyhub.in.th/en/listings/g8860中国客户，请加微信。-在联系方式的旁边-aspire-vibha-victory-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Life Asoke - Rama 9,G8883💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Life Asoke - Rama 9 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"22,000 THB/month","Bangkok, Ratchathewi Bangkok",,33.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8883中国客户，请加微信。-在联系方式的旁边-life-asoke-rama-9-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
The LINE Asoke - Ratchada,G8897💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 The LINE Asoke - Ratchada 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"23,000 THB/month","Bangkok, Din Daeng Bangkok",,36.0,1.0,1.0,https://propertyhub.in.th/en/listings/g8897中国客户，请加微信。-在联系方式的旁边-the-line-asoke-ratchada-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
Life Asoke - Rama 9,G8899💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 Life Asoke - Rama 9 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"17,000 THB/month","Bangkok, Ratchathewi Bangkok",,26.0,0.0,1.0,https://propertyhub.in.th/en/listings/g8899中国客户，请加微信。-在联系方式的旁边-life-asoke-rama-9-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
The Saint Residences,G8900💛中国客户，请加微信。(在联系方式的旁边) 🅵🅾🆁  🆁🅴🅽🆃 The Saint Residences 🅻🅸🅽🅴 ❤️💜@condopremium💜❤️Ready to move in ⬛🟨 📞 065 695 3645🟨⬛,"28,000 THB/month","Bangkok, Chatuchak Bangkok",,60.0,2.0,2.0,https://propertyhub.in.th/en/listings/g8900中国客户，请加微信。-在联系方式的旁边-the-saint-residences-️-condopremium️ready-to-move-in-⬛-065-695-3645⬛,FOR_RENT,CONDO,9
ARLO SUKHUMVIT 105 - LASALLE,"Pet Friendly Condo for rent, Arlo LaSalle 17 , 1 Bed  30 Sqm 13,000 THB","13,000 THB/month","Bangkok, Bang Na Bangkok",Arlo LaSalle 17,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/pet-friendly-condo-for-rent-arlo-lasalle-17-1-bed-30-sqm-13-000-thb,FOR_RENT,CONDO,9
